2.1 1.0297502 0.000185062474856
2.12 1.0363325 0.000232442051918
2.14 1.044112 0.000313543138978
2.16 1.0542116 0.000367522590326
2.18 1.0667026 0.00046110065322
2.2 1.0824413 0.000498693606436
2.22 1.1004288 0.000637920485327
2.24 1.1231786 0.000765127584394
2.26 1.1509091 0.000968884792893
2.28 1.1825612 0.000998917677089
2.3 1.2242714 0.00124535821369
2.32 1.2668223 0.00128680784001
2.34 1.3165776 0.0014543100778
2.36 1.3714742 0.0015008420182
2.38 1.4342642 0.00183919943008
2.4 1.4960028 0.00190223141642
2.42 1.5684331 0.00217860438673
2.44 1.6335641 0.00239558644634
2.46 1.7076065 0.00230024302792
2.48 1.7777741 0.00227240442745
2.5 1.8557586 0.00257463412942
