2.2 1.468061e-16 5.78908267326e-16
2.2 2.348912e-16 4.60213788413e-16
2.2 2.642507e-16 4.54290501322e-16
2.2 2.055302e-16 3.98954085339e-16
2.2 -1.233173e-15 2.97798984726e-16
2.2 -3.523352e-16 2.82275503625e-16
2.2 -5.578637e-16 2.93903957173e-16
2.2 9.982826e-16 2.41771665845e-16
2.2 -6.753087e-16 2.35645246657e-16
2.2 -7.340312e-16 2.11064304531e-16
2.2 -3.816962e-16 2.04441032786e-16
2.2 9.98283e-16 2.09070551819e-16
2.2 -9.78708333333e-16 1.80008869582e-16
2.2 7.34031666667e-16 1.81699824791e-16
2.2 9.78708333333e-16 6.24001642214e-17
2.2 0.0 9.64349975617e-17
2.2 0.0 2.7209972621e-16
