1.1 2.915286465 0.554486591631
1.2 0.429753365 0.00119274454068
1.3 0.48539257 0.00130739770983
1.4 0.54847697 0.0016308506455
1.5 0.65217639 0.0018317272282
1.6 0.772693525 0.00217314835587
1.7 0.93737323 0.00255057833545
1.8 1.21368551 0.00354157347041
1.9 1.600700195 0.005484124759
2.0 2.48632723 0.0103818409805
2.1 4.34869585 0.03269333657
2.2 8.32289375 0.0505673731438
2.3 10.8749085 0.055901590301
2.4 9.49345945 0.0470384270368
2.5 7.26662765 0.0451783940742
2.6 5.65153975 0.0243929655171
2.7 4.21558095 0.0174377561225
2.8 3.613494984 0.0171692116126
2.9 2.80593676 0.0121573413296
3.0 2.527593985 0.0118842186995
