3.02274243 206.042 0.160805704959 1.01199715217
3.3623399 209.694 0.483402681031 0.87164118994
4.45832818 202.078 0.202488058658 0.997463741697
8.62337086 194.008 0.330162989339 1.19804838634
10.6215724 195.574 0.437130647311 1.27031906386
16.6474761 194.156 0.405006114891 1.27909642482
30.639751 194.468 0.402659057093 1.25177832542
64.6419579 192.63 0.385721105253 1.26032023708
100.64104 194.168 0.394421559248 1.25624988597
300.622339 194.838 0.396803699679 1.20188092422
1000.63322 195.24 0.398962443847 1.29466536217
