2.38392198 133.07 0.300319168094 1.68191649614
3.47795718 155.072 0.334122861637 1.61987246905
4.55111708 175.378 0.371763982182 1.47470712889
8.65413655 192.536 0.393124016484 1.29406054882
10.6246978 194.006 0.386648020162 1.26100434734
16.654874 194.332 0.402482338027 1.20349564852
30.6243592 193.746 0.39721654907 1.31004255045
64.633059 194.62 0.393035751706 1.23541070094
100.641533 193.886 0.401245038488 1.27057428118
300.643513 196.484 0.407641754278 1.1541359296
1000.61353 194.46 0.393181178466 1.24935679451
