1.1 0.8384038505 0.0015929218841
1.2 0.8353259 4.03297364067e-05
1.3 0.81617251 4.37475138173e-05
1.4 0.794576585 5.07035625244e-05
1.5 0.770950295 5.46440701046e-05
1.6 0.7438861 6.21742857279e-05
1.7 0.712251455 7.83375855914e-05
1.8 0.67445974 9.3368653009e-05
1.9 0.629472245 0.000110571030085
2.0 0.570181345 0.00015974350888
2.1 0.491446855 0.00028608751924
2.2 0.38215971 0.000435884859839
2.3 0.266705195 0.00040515286006
2.4 0.20023596 0.000334713999037
2.5 0.160736135 0.000210196221329
2.6 0.13687416 0.000158004088042
2.7 0.122745829 0.000124192082231
2.8 0.1094974465 0.000100135080575
2.9 0.100707662 8.49483784723e-05
3.0 0.0952096695 7.6795505257e-05
