2.2 7.5192394e-17 9.2225495181e-17
2.2 -2.0488663e-16 7.04227789634e-17
2.2 2.5989307e-17 6.10864061017e-17
2.2 -6.156691e-17 5.63575337999e-17
2.2 -1.1505949e-16 5.16420016623e-17
2.2 -1.61487e-16 4.63103446897e-17
2.2 -4.7310618e-17 4.58011656859e-17
2.2 5.752974e-17 3.59479169081e-17
2.2 8.4276027e-17 3.61307854488e-17
2.2 -4.239033e-17 3.41528658426e-17
2.2 1.523402751e-16 3.04506426687e-17
2.2 -2.0084946e-16 3.21353353597e-17
2.2 1.00929333333e-16 2.01553171654e-17
2.2 0.0 2.1068142103e-17
2.2 2.69145e-16 3.16415843424e-17
2.2 0.0 3.75044414263e-17
2.2 -5.3829e-16 3.41539167975e-17
