2.1 0.79184109 0.00232906729066
2.12 0.82089412 0.00222891526175
2.14 0.85781164 0.00229041769765
2.16 0.88826963 0.002363283528
2.18 0.9209079 0.00221423242495
2.2 0.9572284 0.00210968174562
2.22 0.98389966 0.0023926484647
2.24 1.02378595 0.00247732829195
2.26 1.05169045 0.00269366476865
2.28 1.0907401 0.0026590975593
2.3 1.1161053 0.00286195005356
2.32 1.1483322 0.00229369045244
2.34 1.1785211 0.00324209525738
2.36 1.2128513 0.00285607906633
2.38 1.2429417 0.00250352268636
2.4 1.2769535 0.00263708400843
2.42 1.2995999 0.00274624967727
2.44 1.3312465 0.00285923983036
2.46 1.3618349 0.00249516086253
2.48 1.3859167 0.00234666679379
2.5 1.4103946 0.00240553468244
